978,984.44,966.24,972.91,3033113,972.91
969,979.85,965,975.9,2704800,975.9
986.73,986.78,962.5,966.3,3494100,966.3
993.53,994.62,982,982.91,2365100,982.91
990,991.05,980.24,986.61,3108200,986.61
1009.27,1022.31,996.55,997,2499700,997
1005.59,1011.47,1004.38,1009.13,2319700,1009.13
1008.44,1009.57,1001.04,1006.34,2008900,1006.34
1007,1007.77,1001.03,1002.94,2431500,1002.94
996.81,1008.44,992.4,1000.93,4067300,1000.93
991.27,995.5,986.7,995,2337100,995
996.67,997.95,980.1,987.2,3084900,987.2
993.24,998.5,987.5,990.99,2938600,990.99
975.64,995.75,975.64,989.58,3782100,989.58
970,981.51,969.64,980.85,3229200,980.85
954.21,967.79,954.05,965.45,2527400,965.45
958,963.69,950.37,957.1,2666600,957.1
964,967.31,952.12,959.19,2442900,959.19
960.11,964.83,958.38,961.35,2543800,961.35
951.86,959.7,950.1,956.4,2522600,956.4
948,955.3,943.3,950.87,3148900,950.87
945.49,948.63,931.75,938.6,3564800,938.6
949.31,949.42,932.89,939.79,5124000,939.79
961.01,965.61,954.42,955.1,2641800,955.1
971.31,971.7,962.02,964.65,2337600,964.65
971.79,974.81,962.16,973.21,2888800,973.21
977.25,978.24,967.46,969.86,2671100,969.86
990.4,992.79,968.17,974.19,3411300,974.19
993.01,996.25,984.03,986.79,3760200,986.79
996.8,998.56,987.74,992.21,3913300,992.21
983.97,1000,979.42,999.6,3374700,999.6
983.27,984.67,975.52,982.58,2481100,982.58
974.46,981.94,974.22,977.96,2186700,977.96
979.1,979.88,963.47,965.9,2605300,965.9
974,980.59,972.55,979.47,2566800,979.47
968.32,971.84,960.6,967.8,2129900,967.8
975.4,976.77,960.37,965.27,2883200,965.27
984.2,984.5,976.88,978.25,2535900,978.25
974.7,981,972.76,980.6,3331500,980.6
958.44,969.41,956.91,967.59,2904600,967.59
940,956,936.33,954.06,2874300,954.06
946.54,953,942.25,946.02,2596700,946.02
956,957.62,944.1,945.26,3324800,945.26
957.42,959,941.14,952.45,5195700,952.45
959.38,962,954.2,958,2668300,958
955.52,967.93,955.5,966.9,2750000,966.9
957.57,961.2,945.46,953.29,3164500,953.29
961.4,965.43,954.65,958.47,3284800,958.47
977.84,977.84,960.32,960.57,3512400,960.57
981.65,986.46,973.22,978.18,3132100,978.18
988.9,991.74,982,982.74,2549300,982.74
978.41,985.5,976.19,983.3,3042800,983.3
960,970.39,951.38,967.99,3468000,967.99
976.3,979.86,954.68,956.92,5684100,956.92
982.6,988,975.27,982.01,3569700,982.01
994.35,996.28,985.79,989.84,2902800,989.84
990.65,995,987.14,992.27,2676600,992.27
989.68,991.67,982,987.58,2730300,987.58
999.47,999.5,984.59,986.92,3255800,986.92
1001.77,1003.21,981.73,995.89,4070000,995.89
996.11,1006.4,991.58,996.19,4572600,996.19
1019.05,1019.05,987.02,987.78,7352100,987.78
1012.14,1032.85,1001,1020.04,7709400,1020.04
1069.55,1083.31,1040.18,1046,10991700,1046
1043.2,1053.2,1043.2,1052.8,2921300,1052.8
1038.05,1043.33,1032.48,1039.87,2447600,1039.87
1028.34,1043.01,1027.43,1038.95,3288000,1038.95
1021.28,1026.1,1011,1025.67,2734600,1025.67
1031.59,1034.97,1022.52,1028.7,3097500,1028.7
1025,1031.59,1022.5,1026.87,2964000,1026.87
1006,1026.03,1004,1024.45,4007600,1024.45
1004.69,1014.75,1003.81,1010.04,3712600,1010.04
1002.4,1004.45,996.89,1001.81,2102500,1001.81
1004.62,1006.88,995.9,1000.63,2880800,1000.63
1000.65,1008.55,998.1,1006.51,3608600,1006.51
993,995.99,983.72,994.13,2982700,994.13
985,999.44,983.5,996.47,3546300,996.47
969.55,980.11,969.14,978.76,2643400,978.76
964.66,974.4,959.02,965.14,3259600,965.14
961.53,975,955.25,971.4,3653000,971.4
972.79,974.49,951,953.66,2909100,953.66
980.12,983.47,967.61,968,3390300,968
979,987.56,965.25,975.93,4303000,975.93
978.55,990.68,969.21,990.33,3737600,990.33
990.69,998.8,976,976.78,3782400,976.78
1008.5,1009.8,992,993.98,3386200,993.98
1002.54,1004.62,998.02,1003.74,2879100,1003.74
1002.23,1006.96,997.2,1001.3,2253400,1001.3
998.7,1002.72,992.65,1002.23,2922500,1002.23
998,1004.88,992.02,992.59,4076800,992.59
1017,1017,989.9,995.17,5043400,995.17
996,999.75,982,987.71,11472700,987.71
958.7,965.73,950.86,964.17,5373900,964.17
988.59,990.34,966.71,976.47,3974900,976.47
977.99,984.5,966.1,980.79,4580000,980.79
967,975.95,945,964.91,9447200,964.91
1012.5,1012.99,927,978.31,7647700,978.31
1012.06,1013.61,1006.11,1010.27,2753300,1010.27
1005.95,1010.25,1002,1010.07,2823000,1010.07
1012,1016.5,1001.25,1003,3346400,1003
1007.23,1013.21,1003.51,1011.34,2719900,1011.34
998.99,1008.48,995.67,1006.73,3752300,1006.73
998.59,998.99,991.37,995.95,2454800,995.95
1000,1000.12,982.16,994.62,3913100,994.62
996.51,1001.2,995.52,996.7,3263100,996.7
995,998.65,989.25,995.78,3469200,995.78
984.85,999,982.11,993.38,4822000,993.38
976,981,970.23,980.35,2446000,980.35
975.02,975.2,966.85,971.54,2415600,971.54
964,971.38,962.9,970.67,2642200,970.67
962.84,968.92,959.72,959.84,3972100,959.84
944.8,962.75,944.76,958.49,3939300,958.49
954.7,960.4,944.12,944.76,5145600,944.76
961,970.06,960.91,966.07,3126100,966.07
958.73,963.15,956.06,957.97,4270600,957.97
954.5,962.79,951.53,961.35,3625900,961.35
945.11,950.29,940.78,947.62,2194100,947.62
953.5,953.75,945,948.95,2096500,948.95
952.8,957.89,950.2,952.82,3262100,952.82
940.95,949.05,939.21,949.04,3415700,949.04
940.52,940.79,930.3,934.15,2866400,934.15
944.75,945,934.22,937.53,2418400,937.53
946,946,935.9,941.03,3582700,941.03
946.65,950.1,941.41,946.94,3848800,946.94
927.8,954.4,927.8,948.23,5466500,948.23
948.83,949.59,924.33,924.99,7335800,924.99
914.39,921.86,912.11,918.38,5305500,918.38
910.3,915.75,907.56,909.29,2608900,909.29
907.04,909.48,903,907.62,3380600,907.62
908.68,909.99,903.82,907.41,3122900,907.41
902.67,903.65,896.77,898.53,2420500,898.53
899.7,905.32,896.29,902.06,2814400,902.06
907.84,910.5,897.37,899.2,2870200,899.2
900.99,909.61,900.78,903.78,2999200,903.78
887.5,902.38,887.5,901.99,2854700,901.99
891.45,894.97,884.49,884.67,3174600,884.67
903.09,904.09,895.25,896.23,2456100,896.23
907.04,911.24,897.5,902.36,3012700,902.36
899.63,908.51,899,907.04,3184300,907.04
899.65,900.09,889.31,894.88,3710900,894.88
913.8,917.19,894.49,898.28,6344100,898.28
910.82,923.72,905.62,909.28,7508400,909.28
891.5,908.54,890.28,906.83,4984700,906.83
888,893.49,885.42,891.51,3422300,891.51
877,890.35,876.65,886.54,3957600,886.54
874.95,877.06,871.66,876.34,2762700,876.34
859.05,876.44,859.02,874.32,4485800,874.32
851.75,858.46,850.1,856,3041600,856
838.07,850.3,833.5,846.82,2755800,846.82
851.68,851.8,843.53,845.61,2138300,845.61
848.2,850.89,844.8,847.38,1953000,847.38
840.43,849.37,839.05,848.06,2658700,848.06
858.84,862.8,841.31,843.2,4382900,843.2
851.51,857.8,851.01,856.97,2282700,856.97
853.49,853.83,850.64,852.31,3384400,852.31
855.3,855.5,850.51,853.42,1842300,853.42
854.33,854.45,847.11,852.97,2562200,852.97
853.55,853.75,847.55,852.53,2130600,852.53
851.77,855.69,851.71,854.59,1909700,854.59
857,857.35,851.72,852.46,2436400,852.46
851,856.4,850.31,853,2048200,853
848,853.07,846.79,850.5,2286500,850.5
845.48,848.46,843.75,846.02,2247600,846.02
845.23,848.49,841.12,846.61,2610400,846.61
847.2,851.99,846.27,849.88,1941100,849.88
853.08,854.82,847.28,848.91,2132100,848.91
853.05,854.83,849.01,853.08,2760100,853.08
851.45,854.09,842.05,845.04,2793700,845.04
842.38,852.5,839.67,848.64,2713600,848.64
844.69,845.81,837.75,845.24,3688000,845.24
857.57,860.86,848,852.19,3462000,852.19
856.95,858.43,852.18,855.61,2617000,855.61
848.84,857.98,847.25,856.44,3507700,856.44
842,847.27,840.73,845.07,3112300,845.07
841.84,845,839.38,844.14,2714700,844.14
834,842.81,832.82,842.7,2968900,842.7
837,838.31,831.45,836.39,2787900,836.39
831.62,843,828.55,836.53,4172600,836.53
823.82,828,822.85,827.46,2429600,827.46
821.6,825,819.71,821.36,2484900,821.36
812.69,821.48,812.5,819.71,2858000,819.71
809.31,816.16,807.5,812.5,3466100,812.5
809.8,810.72,803,807.64,3897300,807.64
806.72,818.3,804,810.2,10868800,810.2
836.59,842.49,828.26,839.95,7350500,839.95
829.21,833.78,824.94,832.35,3850200,832.35
823.75,826.99,819.56,823.48,3137200,823.48
833,833.5,816.38,830.38,3747300,830.38
839,839.7,829.44,835.77,2998700,835.77
835.53,843.84,833,839.15,3586300,839.15
825.79,837.42,825.29,836.52,3922600,836.52
822,823.99,814.5,822.44,2971700,822.44
806.8,818.5,805.08,817.88,2797500,817.88
815.28,816.02,806.26,808.33,3376200,808.33
810,813.51,807.32,809.04,2540800,809.04
809.5,811.73,804.27,807.48,2354200,807.48
815.7,816,803.44,809.72,3659400,809.72
814.32,821.65,811.4,817.14,3791900,817.14
800.31,814.13,799.5,813.64,4873900,813.64
793.66,799.5,789.51,799.02,2992800,799.02
796.6,798,789.54,795.9,2558400,795.9
798,801.77,791.77,796.92,3440100,796.92
782.36,799.44,778.48,795.99,5986200,795.99
761.55,782.4,760.26,780.45,5830100,780.45
758.39,759.68,754.2,757.18,2510500,757.18
757.92,758.76,747.7,753.67,3521100,753.67
766.47,767.4,748.28,749.87,4139400,749.87
772.4,773.4,760.85,765.15,3153500,765.15
776.25,780,770.5,772.13,3301000,772.13
763.4,774.65,761.2,771.4,2638700,771.4
764.55,766.5,757.99,760.59,1976900,760.59
768.12,771.21,763.02,766.34,2543600,766.34
770,771.22,765.7,770.6,2044600,770.6
768.65,774.39,767.71,771.22,2703600,771.22
758.89,770.5,756.16,766,3113200,766
765,765.13,754,757.77,4828700,757.77
766.28,769.1,760.31,761,3801900,761
778.25,780.86,762.81,768.82,5454800,768.82
764.96,782.46,762,774.34,5285300,774.34
766.4,766.89,757.2,760.12,2963900,760.12
770,770.25,765.34,768.66,2470900,768.66
771.87,773.79,765.19,767.33,3189600,767.33
764.55,770.42,755.82,770.42,3684900,770.42
763.99,768.24,757.25,764.72,3794700,764.72
745,761.49,742,759.36,4314700,759.36
743.4,748.49,736.7,740.34,3561300,740.34
752.41,753.37,738.03,743.65,4666000,743.65
762,768.09,750.25,750.57,4625900,750.57
768,769.89,761.32,762.52,3272300,762.52
776.99,777,764.24,766.77,4438800,766.77
786.5,786.75,777.9,780.37,1837100,780.37
781.73,781.75,773.12,780.12,3522500,780.12
788.17,792.4,781,785.33,5311300,785.33
766,780.35,765.11,780,4614600,780
761,767.74,757.64,760.16,4373400,760.16
749.32,757.5,748,756.4,3690100,756.4
739.88,749.87,735.61,746.49,3601400,746.49
730,746.78,725.99,743.24,6755800,743.24
745.51,746,710.1,719.07,7283200,719.07
735.73,743.26,728.9,739.01,6622800,739.01
778.81,778.83,717.7,742.38,12747000,742.38
764,777.5,760.09,771.88,8562900,771.88
784.97,791.74,779.1,787.75,3373300,787.75
771.64,787.73,770.94,784.93,5984400,784.93
762.79,766,753.23,755.05,5122100,755.05
765.05,777,764,767.03,3872500,767.03
783.93,784.75,763.55,765.56,5026500,765.56
799,800.84,776.71,785.41,5305400,785.41
781.03,793.7,780.11,789.82,5413300,789.82
782,789.49,774.61,776.32,10841100,776.32
831.24,831.72,815.43,818.36,7406400,818.36
832.76,833.44,820,822.59,3998100,822.59
